,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7121,14168102.0,Hostel Maracanã,85740158,Elza,Unknown,Maracanã,-22.91381,-43.23442,Shared room,150,1,0,No_reviews,0.0,1,179,0,Unknown
7187,14281747.0,Conforto e mobilidade em um local!,87141841,Rosane França,Unknown,Tijuca,-22.92616,-43.22884,Shared room,321,1,0,No_reviews,0.0,1,364,0,Unknown
7218,14251482.0,KITNET PRÓXIMO AO PARQUE OLÍMPICO,86748464,Valquiria,Unknown,Freguesia (Jacarepaguá),-22.94682,-43.35087,Shared room,320,1,1,01/08/2019,0.03,2,365,0,Unknown
7347,14308037.0,RIO DE JANEIRO-próximoV.Olímpica e Barra da Tijuca,84476458,Cassia,Unknown,Freguesia (Jacarepaguá),-22.94743,-43.35113,Shared room,69,1,12,18/06/2022,0.17,2,357,2,Unknown
7355,14215814.0,A Toca de Santa #5,57358522,Pedro,Unknown,Santa Teresa,-22.92403,-43.19062,Shared room,120,2,4,21/02/2020,0.06,5,365,0,Unknown
7361,14313785.0,"Rio de Verdade, conforto na Favela!!",87387031,Ricardo,Unknown,Santa Teresa,-22.92745,-43.19354,Shared room,149,1,0,No_reviews,0.0,1,365,0,Unknown
7407,14320413.0,"Adega Vitis,espaço, hospedagem, comodidades,",87593349,Guilherme Cabral,Unknown,Freguesia (Jacarepaguá),-22.93731,-43.33284,Shared room,200,3,0,No_reviews,0.0,1,363,0,Unknown
7461,14535489.0,Beds in Rio - Here you feel at home!,55248222,Filipi E Jessica,Unknown,Santa Teresa,-22.91743,-43.17969,Shared room,50,1,4,08/03/2022,0.06,5,364,2,Unknown
7497,14357808.0,Sinta-se em casa.,88021760,Fátima Regina,Unknown,Recreio dos Bandeirantes,-23.02154,-43.46712,Shared room,500,1,0,No_reviews,0.0,2,89,0,Unknown
7507,14358668.0,Espaço diferente p quem  precisa so p dormir,7955669,Katia,Unknown,Barra da Tijuca,-23.00411,-43.34975,Shared room,290,1,3,11/09/2016,0.04,16,365,0,Unknown
7604,14419789.0,Penthouse Barra Tijuca: 1 bedroom-4 Beds-1 Bathrm,56094640,José,Unknown,Barra da Tijuca,-23.01251,-43.31348,Shared room,361,2,0,No_reviews,0.0,2,89,0,Unknown
7637,15051560.0,Cama em Dorm Misto com 12 Camas em linda Villa,94483869,Equipe Do Villa,Unknown,Laranjeiras,-22.9311,-43.18033,Shared room,80,1,10,16/05/2022,0.36,2,316,6,Unknown
7738,15252637.0,Quarto coletivo misto 07,57652725,Fátima,Unknown,Flamengo,-22.93825,-43.17835,Shared room,200,3,3,01/01/2019,0.05,7,365,0,Unknown
7739,15769100.0,"República na Rua do Matoso, Praça da Bandeira",101969577,Hostel,Unknown,Rio Comprido,-22.9165,-43.21152,Shared room,100,30,0,No_reviews,0.0,1,365,0,Unknown
7756,15276956.0,Vibrante,96817387,Edvaldo,Unknown,Tijuca,-22.92291,-43.23199,Shared room,203,60,0,No_reviews,0.0,1,358,0,Unknown
7821,15837319.0,Espaço Elegance,102565507,Ana Claudia,Unknown,Centro,-22.90756,-43.17217,Shared room,220,2,0,No_reviews,0.0,1,359,0,Unknown
7997,15579764.0,Lapa comfortable,100372144,Rio,Unknown,Centro,-22.91163,-43.18449,Shared room,157,1,0,No_reviews,0.0,1,365,0,Unknown
8041,15655479.0,Quarto confortável para 2 pessoas,87935886,Zuleica,Unknown,Botafogo,-22.94875,-43.18277,Shared room,774,2,0,No_reviews,0.0,1,365,0,Unknown
8315,16993028.0,Casa da Neusa - Quarto compartilhado,34609976,Neusa,Unknown,Vidigal,-22.99605,-43.23853,Shared room,60,1,2,16/09/2017,0.03,4,0,0,Unknown
8344,17135892.0,Casa de interior aconchegante .,13695694,Catia,Unknown,Santa Cruz,-22.94509,-43.67394,Shared room,206,4,1,09/02/2017,0.02,1,365,0,Unknown
8376,17027985.0,Tranquilo,114225629,Denair Da,Unknown,Copacabana,-22.96654,-43.18528,Shared room,1086,4,0,No_reviews,0.0,2,365,0,Unknown
8520,17999548.0,✿ Comfy Hostel near all the Touristic Spots in Rio,67850207,Tupiniquim Hostel,Unknown,Botafogo,-22.95419,-43.18737,Shared room,60,1,19,16/05/2022,0.33,12,179,3,Unknown
8537,18079348.0,$ Cheap Hostel ✌ Superb Services ⦿ Best Location,67850207,Tupiniquim Hostel,Unknown,Botafogo,-22.95483,-43.18653,Shared room,56,1,14,12/01/2022,0.23,12,179,4,Unknown
8540,17589058.0,QUE TAL ACORDA DANDO BOM DIA AO CRISTO REDENTOR,119493597,Maria,Unknown,Botafogo,-22.95691,-43.19234,Shared room,60,1,23,14/06/2022,0.42,1,278,5,Unknown
8574,18359768.0,Casa Colonial Freguesia Jpa RJ,67098495,Marilena,Unknown,Freguesia (Jacarepaguá),-22.9324,-43.34458,Shared room,140,1,0,No_reviews,0.0,3,365,0,Unknown
8585,17605408.0,Gay House Beds D,119653597,Léo,Unknown,Copacabana,-22.96542,-43.17872,Shared room,50,4,3,02/01/2022,0.1,4,89,1,Unknown
8656,18272783.0,Alugo Suite em Santa Teresa,2490810,Fatima,Unknown,Santa Teresa,-22.91543,-43.18146,Shared room,150,2,1,18/12/2017,0.02,1,365,0,Unknown
8700,19148644.0,❤︎ Super Fun ☺︎ Hostel near Copacabana Beach ☯︎,67850207,Tupiniquim Hostel,Unknown,Botafogo,-22.9546,-43.18756,Shared room,60,1,66,10/04/2022,1.1,12,172,4,Unknown
8725,18707312.0,Casa Colonial Rio de Janeiro,67098495,Marilena,Unknown,Freguesia (Jacarepaguá),-22.93546,-43.35138,Shared room,200,1,0,No_reviews,0.0,3,364,0,Unknown
8743,18735071.0,Casa em Rio de Janeiro,67098495,Marilena,Unknown,Freguesia (Jacarepaguá),-22.93685,-43.33692,Shared room,180,2,0,No_reviews,0.0,3,365,0,Unknown
8788,19870949.0,Rio Centro,83587245,Nilton,Unknown,Jacarepaguá,-22.96432,-43.40605,Shared room,200,2,6,05/10/2019,0.1,2,359,0,Unknown
8791,19877867.0,CAMAS EM QUARTO COMPARTILHADO.,13936585,Gil Fraiha E Ana Maria,Unknown,Ipanema,-22.9836,-43.20869,Shared room,280,2,1,07/10/2019,0.03,2,351,0,Unknown
8807,19311544.0,Amazing Cidade Maravilhosa,90334983,Luiz,Unknown,Laranjeiras,-22.93243,-43.18156,Shared room,52,1,18,25/04/2022,0.3,2,348,7,Unknown
8810,19912122.0,The Best Of Rio,90334983,Luiz,Unknown,Laranjeiras,-22.93181,-43.18044,Shared room,52,1,33,29/05/2022,0.61,2,354,14,Unknown
8846,18979697.0,☀︎ Comfortable Hostel ♀ Girls Only ☺︎ Safe & Clean,67850207,Tupiniquim Hostel,Unknown,Botafogo,-22.95363,-43.18758,Shared room,60,1,11,07/03/2022,0.19,12,172,2,Unknown
8918,20349839.0,Quarto apartamento família,145144655,Breno,Unknown,Tijuca,-22.93105,-43.24336,Shared room,76,18,40,28/04/2022,0.69,2,361,6,Unknown
9044,20638064.0,Tia Olimpia Hostel.,2429057,Olimpia,Unknown,Barra da Tijuca,-22.99751,-43.35014,Shared room,200,3,5,02/01/2022,0.09,3,187,1,Unknown
9150,21610928.0,Quarto compartilhado.,130464836,Ricardo,Unknown,Recreio dos Bandeirantes,-23.02203,-43.49285,Shared room,70,1,3,05/04/2022,0.06,2,261,1,Unknown
9166,21628354.0,Morada dos Torres,157360236,Luiz,Unknown,Abolição,-22.88491,-43.29834,Shared room,129,2,0,No_reviews,0.0,1,89,0,Unknown
9169,21408441.0,Repouso do Corcovado Hostel,155118499,Phellipe,Unknown,Cosme Velho,-22.94459,-43.20708,Shared room,90,1,5,15/11/2021,0.09,9,365,1,Unknown
9205,21448656.0,Casa 1 quarto alem,155642978,Felipe,Unknown,Complexo do Alemão,-22.85998,-43.27476,Shared room,900,1,1,28/11/2017,0.02,1,365,0,Unknown
9271,21113335.0,Sala de estar,117609992,Paulo Roberto,Unknown,Humaitá,-22.95512,-43.19573,Shared room,160,1,0,No_reviews,0.0,2,365,0,Unknown
9389,21947684.0,"ROOM 6 BEDS for Grups - Parque Olímpico, RioCentro",3308731,Luiz Gustavo,Unknown,Jacarepaguá,-22.96761,-43.39617,Shared room,100,1,2,28/02/2022,0.05,8,350,1,Unknown
9463,21891203.0,Temporada Boulevard Olímpico!,157315903,Leandro Urubatan,Unknown,Centro,-22.89555,-43.18094,Shared room,50,1,34,13/06/2021,0.7,1,0,0,Unknown
9488,22435615.0,Hostel Solar do Recreio,74228462,Lily,Unknown,Recreio dos Bandeirantes,-23.0111,-43.46661,Shared room,85,1,1,28/09/2019,0.03,1,347,0,Unknown
9489,22436229.0,RIO DE JANEIRO - Jacarepaguá,84476458,Cassia,Unknown,Freguesia (Jacarepaguá),-22.94867,-43.34921,Shared room,79,1,8,14/03/2022,0.24,2,357,6,Unknown
9500,22065837.0,Lar em Campo Grande,161180922,Douglas,Unknown,Guaratiba,-22.95642,-43.57491,Shared room,900,1,1,28/01/2018,0.02,1,365,0,Unknown
9514,22482781.0,"cama para descanso (cama, colchao ou sofa cama).",24797835,Augusto,Unknown,Santa Teresa,-22.92205,-43.18196,Shared room,99,4,2,02/01/2022,0.07,1,363,1,Unknown
9730,22656539.0,Apto localizado a uma quadra da praia de Ipanema!,137676124,Vaneide,Unknown,Ipanema,-22.9844,-43.213,Shared room,214,1,9,01/03/2022,0.17,1,365,4,Unknown
9762,22970072.0,Aluga-se quartos compartilhados em casa de familia,170216674,Ana,Unknown,Vila Isabel,-22.91928,-43.24712,Shared room,100,1,5,25/02/2020,0.12,2,365,0,Unknown
9815,23247845.0,VERY COZY.,173013173,Rosilene,Unknown,Copacabana,-22.98053,-43.19146,Shared room,413,7,6,26/02/2020,0.12,1,180,0,Unknown
9817,23253930.0,Quarto coletivo misto 06,57652725,Fátima,Unknown,Flamengo,-22.93874,-43.17797,Shared room,200,3,0,No_reviews,0.0,7,365,0,Unknown
9894,23459821.0,"Q coletivo 10pess,Led,2Vent G.Comoda,Gr.arm 12chav",64412606,Maria De Fátima Soares,Unknown,Flamengo,-22.93632,-43.17815,Shared room,65,1,12,25/04/2022,0.4,3,358,9,Unknown
9916,23083482.0,"Ótimo quarto, por temporada, de 5 a 15 dias",171410217,Aurilene,Unknown,Centro,-22.91495,-43.18761,Shared room,136,7,0,No_reviews,0.0,1,87,0,Unknown
10069,25325269.0,Vidigal Varandas Hostel,76847164,Eduardo,Unknown,Vidigal,-22.99734,-43.24104,Shared room,55,1,18,12/05/2022,0.41,2,358,8,Unknown
10097,24693146.0,Casa da Nayana,15653386,Nayana,Unknown,Freguesia (Jacarepaguá),-22.93946,-43.33788,Shared room,50,1,0,No_reviews,0.0,1,364,0,Unknown
10191,24160103.0,Moradia comparilhada,182070499,Ana MARIA,Unknown,Madureira,-22.87875,-43.32966,Shared room,48,30,0,No_reviews,0.0,1,364,0,Unknown
10423,28229240.0,Pousada Manaaim,213230578,Alexandre,Unknown,Engenho Novo,-22.90639,-43.26774,Shared room,64,2,2,01/01/2020,0.05,8,365,0,Unknown
10508,27655549.0,Charmoso Apt QT/SL na Lapa - RJ,157203523,Marilena,Unknown,Centro,-22.91178,-43.18835,Shared room,164,3,2,30/09/2019,0.05,1,365,0,Unknown
10571,28515377.0,Gay House beds  A,119653597,Léo,Unknown,Copacabana,-22.96439,-43.17961,Shared room,50,3,10,01/05/2022,0.24,4,79,5,Unknown
10625,28667606.0,Conjugado com bom espaco e boa vista. arejado.,216296207,Gilnei,Unknown,Leme,-22.96372,-43.17279,Shared room,300,7,0,No_reviews,0.0,1,365,0,Unknown
10646,29301941.0,Suíte Compartilhada Feminina PARIS,212665255,Sam'S Home,Unknown,Recreio dos Bandeirantes,-23.00959,-43.46906,Shared room,145,1,0,No_reviews,0.0,4,356,0,Unknown
10647,29302110.0,Suíte Compartilhada Masculina HOLLYWOOD,212665255,Sam'S Home,Unknown,Recreio dos Bandeirantes,-23.00959,-43.46906,Shared room,145,1,2,10/10/2021,0.05,4,356,1,Unknown
10652,27954703.0,206 - Madureira (Coletivo Misto),171869673,Denise,Unknown,Rio Comprido,-22.92114,-43.21359,Shared room,75,2,0,No_reviews,0.0,7,175,0,Unknown
10657,27958935.0,207 - Maracanã (Coletivo Misto),171869673,Denise,Unknown,Tijuca,-22.92079,-43.21562,Shared room,56,1,2,31/10/2019,0.05,7,175,0,Unknown
10708,29351491.0,Casa AZUL perto da URFJ,13948378,Carla,Unknown,Cidade Universitária,-22.86733,-43.21761,Shared room,50,1,3,13/12/2020,0.07,1,364,0,Unknown
10743,29790478.0,Quartos Compartilhados - Solteiros na LAGOA,210041079,Goya,Unknown,Lagoa,-22.96427,-43.19861,Shared room,200,1,3,04/01/2020,0.09,6,365,0,Unknown
10793,29825824.0,Hosters de Anchieta RJ,216988147,Célio,Unknown,Parque Anchieta,-22.83334,-43.41251,Shared room,70,10,0,No_reviews,0.0,1,180,0,Unknown
10936,30084623.0,OTIMO QUARTO COMPARTILHADO PRÓXIMO A LAPA,226058185,Paulo,Unknown,Centro,-22.90891,-43.18963,Shared room,90,2,1,21/11/2018,0.02,1,364,0,Unknown
10961,30120486.0,Venha conhecer o Vidigal com conforto e qualidade,226215025,Marcus,Unknown,Vidigal,-22.99185,-43.23597,Shared room,137,2,1,01/01/2019,0.02,1,364,0,Unknown
11015,30152650.0,Compartilhar quarto,226541008,Paulo Robson,Unknown,Ramos,-22.84737,-43.25117,Shared room,50,1,0,No_reviews,0.0,1,364,0,Unknown
11248,30727417.0,Gay House beds,119653597,Léo,Unknown,Copacabana,-22.96512,-43.18018,Shared room,50,3,3,28/02/2020,0.07,4,354,0,Unknown
11345,31150664.0,Quarto coletivo misto 05,57652725,Fátima,Unknown,Flamengo,-22.93896,-43.17659,Shared room,200,3,2,04/01/2020,0.06,7,365,0,Unknown
11346,31150827.0,Quarto coletivo misto 04,57652725,Fátima,Unknown,Flamengo,-22.9371,-43.17657,Shared room,200,3,2,07/10/2019,0.05,7,365,0,Unknown
11347,31151208.0,Quarto coletivo misto 03,57652725,Fátima,Unknown,Flamengo,-22.93725,-43.1762,Shared room,200,3,1,06/10/2019,0.03,7,365,0,Unknown
11355,31151494.0,Quarto coletivo misto 02,57652725,Fátima,Unknown,Flamengo,-22.93849,-43.1779,Shared room,200,3,2,23/02/2020,0.05,7,365,0,Unknown
11356,31151680.0,Quarto coletivo misto 01,57652725,Fátima,Unknown,Flamengo,-22.93893,-43.17623,Shared room,200,3,1,06/03/2019,0.02,7,365,0,Unknown
11394,31322727.0,"Anexo com cama individual, ideal para dormir",234471440,Jesus,Unknown,Copacabana,-22.98388,-43.19345,Shared room,124,5,1,06/03/2019,0.02,1,89,0,Unknown
11465,31408461.0,Hostel Vista do Mar/ cama 5/10 camas,220255859,Nevinha,Unknown,Vidigal,-22.99608,-43.23843,Shared room,80,2,0,No_reviews,0.0,11,89,0,Unknown
11477,30982827.0,Quarto grande com duas vagas em Copacabana,12389782,Monica,Unknown,Copacabana,-22.96518,-43.17785,Shared room,40000,7,2,29/02/2020,0.05,3,364,0,Unknown
11549,31491741.0,Quarto perto do que há de melhor em Ipanema,43538717,Camilla,Unknown,Ipanema,-22.98171,-43.20756,Shared room,214,1,4,14/02/2021,0.1,2,0,0,Unknown
11550,31491850.0,Triunfo 30 Bangalow,230489019,Roberto,Unknown,Santa Teresa,-22.92096,-43.18525,Shared room,650,2,1,24/02/2020,0.04,2,364,0,Unknown
11697,32028444.0,☀︎Comfy ⚥ Mixed Room for 6 ☺︎ Safe & Clean Hostel,67850207,Tupiniquim Hostel,Unknown,Botafogo,-22.95578,-43.18571,Shared room,60,1,1,19/04/2019,0.03,12,7,0,Unknown
11797,32103008.0,The Best Treatment in Rio! O Melhor Tratamento Do Rio!,44428550,Carlos,Unknown,Vidigal,-22.9967,-43.24133,Shared room,56,1,0,No_reviews,0.0,10,365,0,Unknown
11800,32104153.0,The Best Treatment in Rio! O Melhor Tratamento Do Rio!,44428550,Carlos,Unknown,Vidigal,-22.99658,-43.23987,Shared room,56,1,0,No_reviews,0.0,10,365,0,Unknown
11806,32104630.0,Vejam Isso! The Best Treatment in Rio! O Melhor Tratamento Do Rio!,44428550,Carlos,Unknown,Vidigal,-22.99679,-43.24096,Shared room,56,1,0,No_reviews,0.0,10,365,0,Unknown
11807,32105265.0,The Best Treatment in Rio! O Melhor Tratamento Do Rio!,44428550,Carlos,Unknown,Vidigal,-22.9964,-43.24095,Shared room,56,1,0,No_reviews,0.0,10,365,0,Unknown
11808,32105529.0,Vejam Isso! The Best Treatment in Rio! O Melhor Tratamento Do Rio!,44428550,Carlos,Unknown,Vidigal,-22.99464,-43.24101,Shared room,56,1,3,10/01/2021,0.11,10,365,0,Unknown
11809,32105765.0,Vejam Isso! The Best Treatment in Rio! O Melhor Tratamento Do Rio!,44428550,Carlos,Unknown,Vidigal,-22.99639,-43.24132,Shared room,56,1,2,27/02/2020,0.06,10,365,0,Unknown
11810,32105907.0,The Best Treatment in Rio! O Melhor Tratamento Do Rio!,44428550,Carlos,Unknown,Vidigal,-22.99477,-43.24157,Shared room,56,1,1,07/03/2019,0.02,10,365,0,Unknown
11811,32106086.0,Vejam Isso! The Best Treatment in Rio! O Melhor Tratamento Do Rio!,44428550,Carlos,Unknown,Vidigal,-22.99626,-43.24145,Shared room,56,1,5,17/04/2022,0.12,10,365,1,Unknown
11964,32655192.0,Gay House Beds C,119653597,Léo,Unknown,Copacabana,-22.96439,-43.17961,Shared room,50,3,6,26/02/2022,0.15,4,89,3,Unknown
11965,32658377.0,quarto na lagoa,156573492,Míriam,Unknown,Lagoa,-22.96822,-43.20176,Shared room,189,1,1,24/02/2020,0.04,1,365,0,Unknown
11979,32425496.0,Quarto da Lídia/Casal,243515185,Olidia,Unknown,Campo Grande,-22.9068,-43.56287,Shared room,81,1,34,02/05/2022,0.85,2,365,11,Unknown
12017,32444198.0,Ávila House,235241011,Ávila,Unknown,Grajaú,-22.92471,-43.26488,Shared room,100,1,1,02/03/2019,0.02,2,363,0,Unknown
12019,32575245.0,Santa Carioca,238713778,Maria,Unknown,Santa Teresa,-22.92309,-43.1838,Shared room,150,3,3,02/11/2019,0.07,4,364,0,Unknown
12049,32589993.0,CARNAVAL EM SANTA TERESA,244151757,Miguel Gastao,Unknown,Santa Teresa,-22.91914,-43.19082,Shared room,1000,3,0,No_reviews,0.0,1,365,0,Unknown
12057,32593991.0,Casa proximo praia,223914519,Janaina,Unknown,Gamboa,-22.89442,-43.19227,Shared room,350,1,0,No_reviews,0.0,1,365,0,Unknown
12104,32749248.0,Hostel Lapa 166 Quarto Compartilhado Misto,245865182,Hostel Lapa 166,Unknown,Centro,-22.9132,-43.18685,Shared room,65,2,1,24/04/2022,0.51,4,108,1,Unknown
12108,32492267.0,QUARTO COPACABANA,47248185,Maria Luiza,Unknown,Copacabana,-22.96753,-43.1886,Shared room,250,3,3,01/03/2022,0.07,6,55,2,Unknown
12134,32640004.0,Quarto no Catete,245401478,Joice,Unknown,Catete,-22.92674,-43.1768,Shared room,50,4,1,28/02/2019,0.02,1,363,0,Unknown
12153,32777379.0,Hostel Lapa 166 Quarto Compartilhado Misto,245865182,Hostel Lapa 166,Unknown,Centro,-22.91197,-43.18469,Shared room,65,2,13,10/06/2022,0.34,4,115,5,Unknown
12159,33614795.0,Apartamento compartilhado de amigos copacabana,128937390,David,Unknown,Copacabana,-22.96527,-43.1868,Shared room,120,3,0,No_reviews,0.0,2,364,0,Unknown
12161,32802186.0,Hostel Lapa 166 Quarto Feminino Compartilhado,245865182,Hostel Lapa 166,Unknown,Centro,-22.91305,-43.18496,Shared room,65,2,2,23/04/2022,0.06,4,117,1,Unknown
12166,32836579.0,Quarto mobiliado no Bairro Maracanã,247006083,Andréa,Unknown,Tijuca,-22.91554,-43.21845,Shared room,50,1,0,No_reviews,0.0,1,363,0,Unknown
12176,33045316.0,AP Compartilhado Centro,227487965,Tiago,Unknown,Centro,-22.91183,-43.17673,Shared room,60,1,33,10/06/2022,0.85,1,16,8,Unknown
12187,33660281.0,11,253684064,Aaaa,Unknown,Ipanema,-22.98248,-43.19833,Shared room,1200,8,0,No_reviews,0.0,1,89,0,Unknown
12192,33064758.0,"residencia arte, felismina 1",226168489,Otavio Rodrigues,Unknown,Santa Teresa,-22.91538,-43.17931,Shared room,155,3,1,27/06/2019,0.03,1,364,0,Unknown
12197,33092856.0,204 - Lapa (Coletivo Misto com banheiro),171869673,Denise,Unknown,Tijuca,-22.9204,-43.21585,Shared room,75,1,2,07/10/2019,0.06,7,365,0,Unknown
12208,33705108.0,RICARDO CASA PORTO SEGURO TUR COM WI-FI,254063828,Jose Ricardo,Unknown,Copacabana,-22.96655,-43.17765,Shared room,50,1,42,21/03/2020,1.15,1,0,0,Unknown
12213,33138826.0,Apartamento pontões da barra 109,248186495,Fernanda,Unknown,Barra da Tijuca,-23.00715,-43.43172,Shared room,279,1,0,No_reviews,0.0,3,358,0,Unknown
12229,32912510.0,Pousada Manaaim,213230578,Alexandre,Unknown,Engenho Novo,-22.90414,-43.26783,Shared room,51,1,4,08/05/2022,0.13,8,365,2,Unknown
12311,34373603.0,Quarto da Carioca,259517236,Caroline,Unknown,Realengo,-22.88916,-43.41536,Shared room,40,1,0,No_reviews,0.0,1,364,0,Unknown
12315,33270470.0,CAMA EM DORMIT. COMPARTILHADO MASCULINO C/ AR-COND,76206797,Leandro,Unknown,Centro,-22.90764,-43.19319,Shared room,150,2,1,23/12/2019,0.03,3,354,0,Unknown
12350,34412391.0,"Quarto duplo, somente para moças na República",105458113,Rosangela,Unknown,Botafogo,-22.95682,-43.18368,Shared room,150,30,0,No_reviews,0.0,2,83,0,Unknown
12375,33358092.0,3-parque olimpico/ rio centro/ barra/projac,145036386,Amanda,Unknown,Jacarepaguá,-22.97358,-43.41162,Shared room,179,1,1,07/10/2019,0.03,2,357,0,Unknown
12397,34495732.0,Hospedagem em JACAREPAGUÁ - HOSTEL MATTOS 1,132833037,Greice,Unknown,Taquara,-22.92574,-43.37718,Shared room,91,1,7,14/02/2020,0.18,2,357,0,Unknown
12436,34570322.0,QUARTO 3,260600278,Varandas Do Maracanã,Unknown,Maracanã,-22.91427,-43.23211,Shared room,85,1,1,19/09/2019,0.03,6,361,0,Unknown
12438,34571697.0,QUARTO 4,260600278,Varandas Do Maracanã,Unknown,Maracanã,-22.91472,-43.23016,Shared room,85,1,1,27/04/2022,0.54,6,365,1,Unknown
12444,34573304.0,Aluga Vaga Compartilhada Apartamento Centro do Rio,260867156,Agnaldo,Unknown,Centro,-22.91073,-43.19055,Shared room,400,1,0,No_reviews,0.0,1,363,0,Unknown
12482,33574524.0,Alugo quarto com duas camas individuais ou casal,99694983,Nuno,Unknown,Copacabana,-22.96667,-43.19093,Shared room,150,5,2,28/02/2020,0.06,2,263,0,Unknown
12529,35568029.0,Xxxxxxxxxxxxxxxxxx,267531645,Marcos Aurélio,Unknown,Copacabana,-22.97336,-43.19175,Shared room,600,2,1,02/01/2022,0.18,2,173,1,Unknown
12546,34720473.0,Aloha hostel recreio (Quarto compartilhado),524550,Dida,Unknown,Recreio dos Bandeirantes,-23.03143,-43.47443,Shared room,75,2,6,06/02/2022,0.18,3,352,2,Unknown
12562,34784776.0,Aluga-se vaga em quarto compartilhado !,170216674,Ana,Unknown,Vila Isabel,-22.91917,-43.24806,Shared room,140,1,1,06/10/2019,0.03,2,90,0,Unknown
12631,35913272.0,"Quarto aconchegante, seguro e ótima hospitalidade",270125255,Vanusia,Unknown,Santa Cruz,-22.93925,-43.69332,Shared room,5000,5,0,No_reviews,0.0,1,365,0,Unknown
12678,35299099.0,aluguel indisponível,265758754,Valeria,Unknown,Ipanema,-22.98571,-43.1931,Shared room,680,2,2,09/07/2019,0.05,1,90,0,Unknown
12717,36114876.0,Apartamento em Copacabana de frente para o mar,271664609,Cecilio,Unknown,Leme,-22.96323,-43.17207,Shared room,439,6,0,No_reviews,0.0,9,88,0,Unknown
12741,36171475.0,"Apt aconchegantes, famíliar ,Gosto de fazer amigos",112969063,Dinalva,Unknown,Copacabana,-22.96328,-43.17617,Shared room,200,30,0,No_reviews,0.0,1,365,0,Unknown
12771,35477109.0,Terraço - Coletive LapaHouse Music,115075111,Ellysabeth,Unknown,Santa Teresa,-22.91571,-43.18233,Shared room,34,1,11,23/04/2022,0.3,6,353,7,Unknown
12823,36672547.0,Bairro boêmio.(somente para mulheres),275639736,Thais,Unknown,Santa Teresa,-22.91768,-43.17909,Shared room,90,1,3,04/01/2020,0.09,1,364,0,Unknown
12942,37556142.0,Cama Dorm Misto de 9 s/ar no Beach House Ipanema,37776540,Mariana,Unknown,Ipanema,-22.98202,-43.20956,Shared room,71,1,62,30/05/2022,3.62,6,171,55,Unknown
12960,37176457.0,Lapa Casa Hostel - Rock In Rio 2022,271615742,Rita,Unknown,Santa Teresa,-22.91468,-43.18291,Shared room,50,1,1,02/12/2019,0.03,3,15,0,Unknown
13041,37250077.0,"Quarto amplo, acomoda 2 pessoas perfeitamente.",135571648,Flávia,Unknown,Vila da Penha,-22.84486,-43.30901,Shared room,180,1,0,No_reviews,0.0,1,363,0,Unknown
13053,37289899.0,Hostel Vista do Mar 201/01,220255859,Nevinha,Unknown,Vidigal,-22.99735,-43.23922,Shared room,80,2,0,No_reviews,0.0,11,89,0,Unknown
13054,37290367.0,Apartamento BARRA DA TIJUCA 704,248186495,Fernanda,Unknown,Barra da Tijuca,-23.00782,-43.42952,Shared room,200,1,0,No_reviews,0.0,3,356,0,Unknown
13088,38188935.0,2-parque olimpico/ rio centro/ barra/projac,145036386,Amanda,Unknown,Jacarepaguá,-22.97393,-43.41162,Shared room,179,1,1,06/10/2019,0.03,2,308,0,Unknown
13164,37782071.0,Repousodo corcovado Hostel,155118499,Phellipe,Unknown,Cosme Velho,-22.94448,-43.20714,Shared room,90,1,0,No_reviews,0.0,9,365,0,Unknown
13166,37805403.0,Quarto em Irajá,286130426,Lilian,Unknown,Irajá,-22.84853,-43.3297,Shared room,90,1,14,16/12/2020,0.41,1,180,0,Unknown
13196,38783023.0,Aconchego familiar,296611263,Carolina,Unknown,Vila da Penha,-22.8478,-43.30879,Shared room,60,28,0,No_reviews,0.0,1,90,0,Unknown
13197,38551396.0,Grey House,294141241,Rose,Unknown,Jardim Sulacap,-22.8906,-43.40064,Shared room,116,1,4,01/01/2020,0.12,1,361,0,Unknown
13198,38551926.0,Quarto 2 em Pousada Nutri Luz,177917831,Catia,Unknown,Vargem Grande,-22.96418,-43.47676,Shared room,200,1,2,06/10/2019,0.06,3,364,0,Unknown
13297,38328459.0,"01- Glória, Lapa,  Zona Sul, metrô!",290541170,Caca,Unknown,Santa Teresa,-22.92153,-43.18176,Shared room,190,1,0,No_reviews,0.0,7,89,0,Unknown
13383,38413606.0,Apt Barra da Tijuca 511,248186495,Fernanda,Unknown,Barra da Tijuca,-23.00869,-43.43126,Shared room,200,1,1,10/11/2019,0.03,3,359,0,Unknown
13436,38956506.0,Apartamento compartilhado de amigos em copa,128937390,David,Unknown,Copacabana,-22.96701,-43.1887,Shared room,120,3,0,No_reviews,0.0,2,365,0,Unknown
13437,38956821.0,Pensionato Feminino 309 Individual Segurança WIFI,158933362,Cássia Ou Arlindo,Unknown,Botafogo,-22.95184,-43.18024,Shared room,60,1,32,21/05/2022,1.02,10,334,13,Unknown
13444,38751064.0,Quarto Compartilhado/inteiro Friendly-Copacabana,37841028,Marcos Antonio,Unknown,Copacabana,-22.98239,-43.19399,Shared room,130,1,18,12/03/2022,0.54,1,352,3,Unknown
